score,label_idx,label,is_anomaly
0.023978515,6,none,0
0.014531475,6,none,0
0.018306168,6,none,0
0.018437006,6,none,0
0.026010016,6,none,0
0.020128239,6,none,0
0.020350266,6,none,0
0.01631672,6,none,0
0.01533794,6,none,0
0.020455876,6,none,0
0.014013972,6,none,0
0.017445289,6,none,0
0.01314695,6,none,0
0.021382628,6,none,0
0.017568942,6,none,0
0.018679064,6,none,0
0.023345854,6,none,0
0.015633013,6,none,0
0.012200625,6,none,0
0.019034535,6,none,0
0.018431963,6,none,0
0.023035996,2,edge-loc,1
0.024615306,6,none,0
0.015948132,6,none,0
0.016437817,6,none,0
0.032953136,6,none,0
0.017276663,6,none,0
0.018033788,6,none,0
0.017626667,6,none,0
0.017260116,6,none,0
0.024634864,6,none,0
0.018501796,6,none,0
0.01801694,6,none,0
0.012456443,6,none,0
0.013979668,6,none,0
0.019341545,6,none,0
0.016331378,6,none,0
0.016199678,6,none,0
0.02246847,6,none,0
0.023783442,6,none,0
0.018099826,6,none,0
0.021628927,6,none,0
0.017790351,6,none,0
0.016416447,6,none,0
0.015752554,6,none,0
0.02203616,6,none,0
0.016510285,6,none,0
0.016905844,6,none,0
0.018273745,6,none,0
0.016344188,6,none,0
0.01865106,6,none,0
0.018334072,6,none,0
0.018700097,6,none,0
0.021429043,6,none,0
0.017319191,6,none,0
0.022484317,6,none,0
0.020765485,6,none,0
0.017909998,6,none,0
0.018517528,6,none,0
0.019636448,6,none,0
0.0152148,6,none,0
0.01821318,6,none,0
0.01985825,6,none,0
0.023248158,6,none,0
0.019177021,6,none,0
0.013939133,6,none,0
0.017393187,6,none,0
0.020554034,6,none,0
0.019702585,6,none,0
0.03409299,2,edge-loc,1
0.022060603,6,none,0
0.020597937,6,none,0
0.01938323,6,none,0
0.011146564,6,none,0
0.012473124,6,none,0
0.08942287,5,near-full,1
0.011179032,6,none,0
0.014915071,6,none,0
0.018092617,6,none,0
0.018623503,6,none,0
0.016839253,6,none,0
0.017073095,6,none,0
0.01330149,6,none,0
0.014014563,6,none,0
0.0154730985,6,none,0
0.015036284,6,none,0
0.016604615,6,none,0
0.014012463,6,none,0
0.019533461,6,none,0
0.014902944,6,none,0
0.015643895,6,none,0
0.017902259,6,none,0
0.018376399,6,none,0
0.0245938,6,none,0
0.01769,6,none,0
0.015284813,6,none,0
0.015339571,6,none,0
0.017658573,6,none,0
0.018695187,6,none,0
0.015813107,6,none,0
0.02436875,6,none,0
0.013695868,6,none,0
0.016040174,6,none,0
0.014634103,6,none,0
0.010074561,6,none,0
0.015756797,6,none,0
0.01892457,6,none,0
0.013695294,6,none,0
0.013066355,6,none,0
0.015689172,6,none,0
0.02242362,6,none,0
0.016775956,6,none,0
0.018413726,6,none,0
0.01914167,6,none,0
0.018328097,6,none,0
0.019227572,6,none,0
0.011709577,6,none,0
0.017690884,6,none,0
0.016808452,6,none,0
0.020307222,6,none,0
0.019483052,6,none,0
0.019959768,6,none,0
0.018589066,6,none,0
0.013253538,6,none,0
0.015226029,6,none,0
0.017331656,6,none,0
0.017331228,6,none,0
0.015424736,6,none,0
0.020858705,6,none,0
0.018080184,6,none,0
0.012699004,6,none,0
0.012154746,6,none,0
0.01729989,6,none,0
0.062042244,7,random,1
0.019179083,6,none,0
0.022924315,6,none,0
0.014094366,6,none,0
0.016908895,6,none,0
0.0118977185,6,none,0
0.019477967,6,none,0
0.013553206,6,none,0
0.022934146,6,none,0
0.015458568,6,none,0
0.018195437,6,none,0
0.04771582,7,random,1
0.020683587,6,none,0
0.026747044,6,none,0
0.02108187,6,none,0
0.0131076565,6,none,0
0.029563963,4,loc,1
0.017746666,6,none,0
0.020718107,6,none,0
0.027172554,6,none,0
0.013792928,6,none,0
0.02010669,6,none,0
0.019526578,6,none,0
0.02081852,6,none,0
0.0154337855,6,none,0
0.018790733,6,none,0
0.015274098,6,none,0
0.016235776,6,none,0
0.021503836,6,none,0
0.013943821,6,none,0
0.018426754,6,none,0
0.01765801,6,none,0
0.014235845,6,none,0
0.014019566,6,none,0
0.019339649,6,none,0
0.015079087,6,none,0
0.015849255,6,none,0
0.01475065,6,none,0
0.013194434,6,none,0
0.029060906,6,none,0
0.11848493,5,near-full,1
0.020520072,6,none,0
0.01340836,6,none,0
0.01082136,6,none,0
0.017157096,6,none,0
0.016290681,6,none,0
0.012764976,6,none,0
0.018580036,6,none,0
0.023716241,6,none,0
0.020110868,6,none,0
0.015142159,6,none,0
0.014592648,6,none,0
0.018795907,6,none,0
0.019430019,6,none,0
0.021233637,6,none,0
0.014236613,6,none,0
0.017377224,6,none,0
0.014476689,6,none,0
0.016660314,6,none,0
0.014389797,6,none,0
0.01929526,6,none,0
0.016694853,6,none,0
0.023009036,6,none,0
0.017425526,6,none,0
0.016802954,6,none,0
0.014880933,6,none,0
0.016831717,6,none,0
0.02020053,6,none,0
0.019648137,6,none,0
0.019724257,6,none,0
0.016707461,6,none,0
0.016935073,6,none,0
0.027063563,6,none,0
0.012773374,6,none,0
0.015279434,6,none,0
0.019196857,6,none,0
0.022213897,6,none,0
0.018026236,6,none,0
0.016641807,6,none,0
0.022518784,6,none,0
0.019655522,6,none,0
0.01651183,6,none,0
0.015481518,6,none,0
0.019511487,6,none,0
0.020035248,6,none,0
0.016182665,6,none,0
0.016533159,6,none,0
0.024344826,6,none,0
0.014611561,6,none,0
0.023244422,6,none,0
0.017213207,6,none,0
0.014807414,6,none,0
0.014539355,6,none,0
0.016589688,6,none,0
0.021344595,6,none,0
0.05654857,7,random,1
0.013007582,6,none,0
0.01489199,6,none,0
0.01865673,6,none,0
0.016339142,6,none,0
0.01958168,2,edge-loc,1
0.020684078,6,none,0
0.013409433,6,none,0
0.016420068,6,none,0
0.01286179,6,none,0
0.012893992,6,none,0
0.02350045,6,none,0
0.020847376,6,none,0
0.01571231,6,none,0
0.018711083,6,none,0
0.01699475,6,none,0
0.017484317,6,none,0
0.029269446,4,loc,1
0.019975476,6,none,0
0.015177442,6,none,0
0.021603277,6,none,0
0.021186544,6,none,0
0.01339106,6,none,0
0.019962132,6,none,0
0.018636178,6,none,0
0.013885272,6,none,0
0.01639159,6,none,0
0.022090297,6,none,0
0.021800933,6,none,0
0.020566497,6,none,0
0.015909202,6,none,0
0.014791483,6,none,0
0.016686102,6,none,0
0.018155102,6,none,0
0.017610002,6,none,0
0.016336992,6,none,0
0.015550363,6,none,0
0.023890246,6,none,0
0.02192289,6,none,0
0.012802782,6,none,0
0.018864943,6,none,0
0.018330961,6,none,0
0.012592717,6,none,0
0.020202683,6,none,0
0.02111157,6,none,0
0.023174824,6,none,0
0.015419885,6,none,0
0.017929908,6,none,0
0.023048088,6,none,0
0.014381222,6,none,0
0.017866926,6,none,0
0.016871447,6,none,0
0.014390117,6,none,0
0.01403025,6,none,0
0.018030765,6,none,0
0.013237501,6,none,0
0.015405256,6,none,0
0.016822703,6,none,0
0.015329684,6,none,0
0.019983852,6,none,0
0.017373323,6,none,0
0.017893083,6,none,0
0.017099708,6,none,0
0.014604667,6,none,0
0.01600561,6,none,0
0.028916664,6,none,0
0.01674261,6,none,0
0.014986952,6,none,0
0.016000297,6,none,0
0.014107874,6,none,0
0.023151334,6,none,0
0.015161508,6,none,0
0.023498569,2,edge-loc,1
0.017487062,6,none,0
0.033045344,4,loc,1
0.015622274,6,none,0
0.019134814,6,none,0
0.01644989,6,none,0
0.02641822,6,none,0
0.013825461,6,none,0
0.016043626,6,none,0
0.013589224,6,none,0
0.015538134,6,none,0
0.014340796,6,none,0
0.016862798,6,none,0
0.016555397,6,none,0
0.021365792,6,none,0
0.02381563,6,none,0
0.020136114,6,none,0
0.018845284,4,loc,1
0.013891248,3,edge-ring,1
0.023391508,6,none,0
0.016847085,6,none,0
0.011622962,6,none,0
0.013123721,6,none,0
0.011603475,6,none,0
0.016237356,6,none,0
0.02178464,6,none,0
0.015970267,6,none,0
0.023694668,6,none,0
0.01920607,6,none,0
0.015261057,6,none,0
0.020269223,6,none,0
0.018611241,6,none,0
0.073781535,5,near-full,1
0.016357232,6,none,0
0.01523364,6,none,0
0.015286997,6,none,0
0.019712556,6,none,0
0.015374456,6,none,0
0.021072717,6,none,0
0.01440901,6,none,0
0.017232802,6,none,0
0.016178899,6,none,0
0.017117344,6,none,0
0.012988994,6,none,0
0.020644385,6,none,0
0.020985328,6,none,0
0.019357685,6,none,0
0.018491894,6,none,0
0.015904332,6,none,0
0.020468056,6,none,0
0.021162082,6,none,0
0.020405142,6,none,0
0.0129756,6,none,0
0.020272084,6,none,0
0.017996505,6,none,0
0.020337632,6,none,0
0.020844001,6,none,0
0.022889875,6,none,0
0.017479215,6,none,0
0.011415774,6,none,0
0.018628344,6,none,0
0.017218221,6,none,0
0.01495423,6,none,0
0.017147213,6,none,0
0.028989112,6,none,0
0.0112116225,6,none,0
0.011798708,6,none,0
0.018450452,6,none,0
0.019023104,6,none,0
0.022145277,6,none,0
0.014739174,6,none,0
0.014870971,6,none,0
0.018748173,6,none,0
0.020897634,6,none,0
0.018995542,6,none,0
0.018794002,6,none,0
0.020467747,6,none,0
0.019305974,6,none,0
0.01701311,6,none,0
0.023278695,6,none,0
0.014963861,6,none,0
0.016223352,6,none,0
0.017431816,6,none,0
0.011934264,6,none,0
0.01971646,6,none,0
0.018273745,6,none,0
0.013672009,6,none,0
0.015179336,6,none,0
0.023245165,6,none,0
0.019437421,6,none,0
0.019874297,6,none,0
0.013118043,6,none,0
0.017692585,6,none,0
0.019097425,6,none,0
0.01436471,6,none,0
0.017685601,6,none,0
0.01751638,6,none,0
0.020605873,6,none,0
0.016891114,6,none,0
0.013968372,6,none,0
0.020112075,6,none,0
0.016115487,6,none,0
0.020667234,6,none,0
0.013700551,6,none,0
0.014390424,6,none,0
0.01564428,6,none,0
0.012313107,6,none,0
0.016829057,6,none,0
0.01723518,6,none,0
0.015605787,6,none,0
0.019108497,6,none,0
0.024971481,2,edge-loc,1
0.017372312,6,none,0
0.01983508,6,none,0
0.020053247,6,none,0
0.014875505,6,none,0
0.013079273,6,none,0
0.019084293,6,none,0
0.01854595,6,none,0
0.016779557,6,none,0
0.013781924,6,none,0
0.013762625,6,none,0
0.01513537,6,none,0
0.016683294,6,none,0
0.021925524,6,none,0
0.020442035,6,none,0
0.011721522,6,none,0
0.022486562,6,none,0
0.014620628,6,none,0
0.0141784875,6,none,0
0.014832825,6,none,0
0.021649811,6,none,0
0.021777872,6,none,0
0.02085573,6,none,0
0.018301064,6,none,0
0.017617118,6,none,0
0.01751216,6,none,0
0.021933604,6,none,0
0.016580908,6,none,0
0.019522108,6,none,0
0.018286001,6,none,0
0.02033293,6,none,0
0.01634864,6,none,0
0.01612828,6,none,0
0.02025922,6,none,0
0.019465853,6,none,0
0.01691873,6,none,0
0.017958682,6,none,0
0.020679919,6,none,0
0.018599657,6,none,0
0.013498971,6,none,0
0.020675667,3,edge-ring,1
0.01545487,6,none,0
0.02469456,6,none,0
0.017005933,6,none,0
0.023093607,6,none,0
0.015430011,6,none,0
0.01624717,6,none,0
0.026118789,6,none,0
0.01856424,6,none,0
0.013750081,6,none,0
0.019554388,4,loc,1
0.012438378,6,none,0
0.019468125,6,none,0
0.019096212,6,none,0
0.02125024,6,none,0
0.012432443,6,none,0
0.016840894,6,none,0
0.01682588,6,none,0
0.013312106,6,none,0
0.015205843,6,none,0
0.027459938,6,none,0
0.014884014,6,none,0
0.013564569,6,none,0
0.026946768,6,none,0
0.020169869,6,none,0
0.016433416,6,none,0
0.023028344,6,none,0
0.016362932,6,none,0
0.017244894,6,none,0
0.017873779,6,none,0
0.015604738,6,none,0
0.019886248,6,none,0
0.020749522,6,none,0
0.018724341,6,none,0
0.01768506,6,none,0
0.011746215,6,none,0
0.0156632,6,none,0
0.012027302,6,none,0
0.01941261,6,none,0
0.016127484,6,none,0
0.024772976,6,none,0
0.019863645,6,none,0
0.012962055,6,none,0
0.018478028,6,none,0
0.017347805,6,none,0
0.01707641,6,none,0
0.013350839,6,none,0
0.018670805,6,none,0
0.0246453,6,none,0
0.016037151,6,none,0
0.01693832,6,none,0
0.017592685,6,none,0
0.015880996,6,none,0
0.024797136,6,none,0
0.013888017,6,none,0
0.017753946,6,none,0
0.016847491,6,none,0
0.0141646005,6,none,0
0.025365204,6,none,0
0.017111016,6,none,0
0.016585626,6,none,0
0.015523765,6,none,0
0.013735132,6,none,0
0.020157365,6,none,0
0.017335564,6,none,0
0.020111866,6,none,0
0.012899872,6,none,0
0.0152804125,6,none,0
0.014017785,6,none,0
0.01742432,6,none,0
0.016038459,6,none,0
0.01624953,6,none,0
0.019256668,6,none,0
0.016141439,6,none,0
0.016494185,6,none,0
0.014401598,6,none,0
0.017560162,6,none,0
0.024881423,6,none,0
0.015573232,6,none,0
0.0145113515,6,none,0
0.017070217,6,none,0
0.0122671975,6,none,0
0.014554434,6,none,0
0.016675476,6,none,0
0.018383255,6,none,0
0.014313953,6,none,0
0.019430095,6,none,0
0.016347168,6,none,0
0.014046617,6,none,0
0.015041067,6,none,0
0.01668375,6,none,0
0.018914713,6,none,0
0.018164672,6,none,0
0.012945475,6,none,0
0.017483294,6,none,0
0.023796871,6,none,0
0.016260926,6,none,0
0.017006652,6,none,0
0.017865343,6,none,0
0.015475641,6,none,0
0.019690096,6,none,0
0.019566774,6,none,0
0.014190941,6,none,0
0.014834072,6,none,0
0.016941309,6,none,0
0.012431338,6,none,0
0.01201704,6,none,0
0.014313224,6,none,0
0.017517496,6,none,0
0.017024197,6,none,0
0.01344267,6,none,0
0.015170636,6,none,0
0.018952254,6,none,0
0.02095532,6,none,0
0.020194933,6,none,0
0.014399643,6,none,0
0.017210055,6,none,0
0.014984552,6,none,0
0.013319117,6,none,0
0.014524022,6,none,0
0.011226023,6,none,0
0.017580722,6,none,0
0.017881997,6,none,0
0.019525005,6,none,0
0.0114003625,6,none,0
0.015347788,6,none,0
0.012944698,6,none,0
0.016885217,6,none,0
0.01588367,6,none,0
0.024995912,6,none,0
0.011592036,6,none,0
0.012662448,6,none,0
0.013566358,6,none,0
0.01744968,6,none,0
0.012138745,6,none,0
0.017873798,6,none,0
0.015771251,6,none,0
0.018196497,6,none,0
0.016518854,6,none,0
0.01943316,6,none,0
0.018127207,6,none,0
0.0130852135,6,none,0
0.014793677,6,none,0
0.015925655,6,none,0
0.01961685,6,none,0
0.017399803,6,none,0
0.020105826,6,none,0
0.011665372,6,none,0
0.01562553,6,none,0
0.012912864,6,none,0
0.0145276785,6,none,0
0.015154389,6,none,0
0.018165791,6,none,0
0.01450269,6,none,0
0.019462962,3,edge-ring,1
0.013418206,6,none,0
0.020967633,6,none,0
0.016646385,6,none,0
0.017322548,6,none,0
0.016948989,6,none,0
0.014307888,6,none,0
0.014239211,6,none,0
0.019557193,6,none,0
0.017767947,6,none,0
0.008183034,6,none,0
0.0067514433,6,none,0
0.0073293513,6,none,0
0.009175083,6,none,0
0.009073441,6,none,0
0.009011148,6,none,0
0.007132492,6,none,0
0.007856002,6,none,0
0.006169859,6,none,0
0.0070438227,6,none,0
0.006320722,6,none,0
0.008458584,6,none,0
0.00750295,6,none,0
0.0084754275,6,none,0
0.037070252,2,edge-loc,1
0.0067474395,6,none,0
0.035471745,2,edge-loc,1
0.0072964714,6,none,0
0.009338014,6,none,0
0.029373676,2,edge-loc,1
0.005591957,6,none,0
0.0076394766,6,none,0
0.0061698677,6,none,0
0.032074265,2,edge-loc,1
0.025289752,8,scratch,1
0.017864313,3,edge-ring,1
0.019742459,2,edge-loc,1
0.04756562,3,edge-ring,1
0.022950813,3,edge-ring,1
0.021827519,3,edge-ring,1
0.02175685,3,edge-ring,1
0.022982175,3,edge-ring,1
0.023804843,3,edge-ring,1
0.021776594,3,edge-ring,1
0.024484232,3,edge-ring,1
0.022353848,3,edge-ring,1
0.022822142,3,edge-ring,1
0.02244484,3,edge-ring,1
0.02168707,3,edge-ring,1
0.021604754,3,edge-ring,1
0.022511363,3,edge-ring,1
0.022165876,3,edge-ring,1
0.022010658,3,edge-ring,1
0.022844944,3,edge-ring,1
0.021515712,3,edge-ring,1
0.02263597,3,edge-ring,1
0.022015627,3,edge-ring,1
0.022943445,3,edge-ring,1
0.023267902,3,edge-ring,1
0.023207027,3,edge-ring,1
0.022363704,3,edge-ring,1
0.022723874,3,edge-ring,1
0.017737359,2,edge-loc,1
0.017821714,2,edge-loc,1
0.021640107,2,edge-loc,1
0.03503345,2,edge-loc,1
0.021886941,2,edge-loc,1
0.07384415,7,random,1
0.07735957,7,random,1
0.077084,7,random,1
0.07584533,7,random,1
0.06633046,7,random,1
0.07831463,7,random,1
0.07477442,7,random,1
0.07847849,7,random,1
0.07634248,7,random,1
0.06779075,7,random,1
0.07460171,7,random,1
0.077001914,7,random,1
0.07369278,7,random,1
0.07930772,7,random,1
0.07777955,7,random,1
0.07533829,7,random,1
0.066937335,7,random,1
0.032716326,3,edge-ring,1
0.030569762,3,edge-ring,1
0.037413903,3,edge-ring,1
0.03742058,3,edge-ring,1
0.032434452,3,edge-ring,1
0.03989689,3,edge-ring,1
0.03580685,3,edge-ring,1
0.036679715,3,edge-ring,1
0.03488811,3,edge-ring,1
0.03182145,3,edge-ring,1
0.031297743,3,edge-ring,1
0.034244932,3,edge-ring,1
0.034774326,3,edge-ring,1
0.03211028,3,edge-ring,1
0.037136167,3,edge-ring,1
0.034869973,3,edge-ring,1
0.031744026,3,edge-ring,1
0.031653225,3,edge-ring,1
0.031241573,3,edge-ring,1
0.03098244,3,edge-ring,1
0.033298276,3,edge-ring,1
0.033628315,3,edge-ring,1
0.035034906,3,edge-ring,1
0.031669315,3,edge-ring,1
0.036126688,3,edge-ring,1
0.03438746,3,edge-ring,1
0.029292349,3,edge-ring,1
0.03193803,3,edge-ring,1
0.030842327,3,edge-ring,1
0.030917011,3,edge-ring,1
0.03285642,3,edge-ring,1
0.03194552,3,edge-ring,1
0.032887228,3,edge-ring,1
0.030293934,3,edge-ring,1
0.031273223,3,edge-ring,1
0.029452,3,edge-ring,1
0.031639267,3,edge-ring,1
0.031121561,3,edge-ring,1
0.0328957,3,edge-ring,1
0.03291217,3,edge-ring,1
0.031533565,3,edge-ring,1
0.032423455,3,edge-ring,1
0.029779807,3,edge-ring,1
0.032628566,3,edge-ring,1
0.03166327,3,edge-ring,1
0.032260194,3,edge-ring,1
0.032937422,3,edge-ring,1
0.029760672,3,edge-ring,1
0.033624835,3,edge-ring,1
0.035688642,3,edge-ring,1
0.03151969,3,edge-ring,1
0.030301835,3,edge-ring,1
0.029699614,3,edge-ring,1
0.031276345,3,edge-ring,1
0.03156604,3,edge-ring,1
0.03192122,3,edge-ring,1
0.03261257,3,edge-ring,1
0.033630386,3,edge-ring,1
0.033064105,3,edge-ring,1
0.031250067,3,edge-ring,1
0.029126748,3,edge-ring,1
0.038250603,3,edge-ring,1
0.03285666,3,edge-ring,1
0.028942142,3,edge-ring,1
0.032263342,3,edge-ring,1
0.0334671,3,edge-ring,1
0.031859674,3,edge-ring,1
0.031379253,3,edge-ring,1
0.03165462,3,edge-ring,1
0.031147113,3,edge-ring,1
0.034017637,3,edge-ring,1
0.032956243,3,edge-ring,1
0.033929147,3,edge-ring,1
0.0340278,3,edge-ring,1
0.032760147,3,edge-ring,1
0.031289734,3,edge-ring,1
0.0309121,3,edge-ring,1
0.035657905,3,edge-ring,1
0.07266873,7,random,1
0.0336669,3,edge-ring,1
0.029008105,3,edge-ring,1
0.030523464,3,edge-ring,1
0.032427773,3,edge-ring,1
0.03236422,3,edge-ring,1
0.034398533,3,edge-ring,1
0.033420615,3,edge-ring,1
0.03441357,3,edge-ring,1
0.03138902,3,edge-ring,1
0.031709325,3,edge-ring,1
0.03148989,3,edge-ring,1
0.033448733,3,edge-ring,1
0.035425417,3,edge-ring,1
0.032611616,3,edge-ring,1
0.032176852,3,edge-ring,1
0.033424914,3,edge-ring,1
0.030576156,3,edge-ring,1
0.03261144,3,edge-ring,1
0.031228194,3,edge-ring,1
0.034229368,3,edge-ring,1
0.030595126,3,edge-ring,1
0.029916214,3,edge-ring,1
0.03239428,3,edge-ring,1
0.033836525,3,edge-ring,1
0.030975595,3,edge-ring,1
0.035016336,3,edge-ring,1
0.031976696,3,edge-ring,1
0.03221658,3,edge-ring,1
0.03465887,3,edge-ring,1
0.03561922,3,edge-ring,1
0.040424064,3,edge-ring,1
0.032310944,3,edge-ring,1
0.038343385,3,edge-ring,1
0.034089994,3,edge-ring,1
0.040435128,3,edge-ring,1
0.037692513,3,edge-ring,1
0.040053055,3,edge-ring,1
0.035808794,3,edge-ring,1
0.03587482,3,edge-ring,1
0.03316985,3,edge-ring,1
0.038215883,3,edge-ring,1
0.06830549,7,random,1
0.07180969,7,random,1
0.057194695,7,random,1
0.06009406,7,random,1
0.06168192,7,random,1
0.061618887,7,random,1
0.065042384,7,random,1
0.058366932,7,random,1
0.03586127,3,edge-ring,1
0.03607835,3,edge-ring,1
0.045735948,7,random,1
0.022848513,1,donut,1
